,article,dataCollection,datePublished,link,portal,subtitle,title
0,"Serraria Souza Pinto volta a receber sem-teto em Belo Horizonte O espaço de acolhimento a pessoas sem-teto na Serraria Souza Pinto, no Centro de Belo Horizonte, reabre nesta quarta-feira (16). A área, que esteve aberta desde junho até final de agosto, foi desativada após o fim de uma parceria com um agente privado. Agora, as portas abrem por causa de um acordo entre a Pastoral de Rua e a Prefeitura de Belo Horizonte. Na Serraria Souza Pinto, a população sem-teto tem acesso a banho, alimentação, cobertores, máscaras, álcool em gel e outros serviços sociais. O espaço tem capacidade pra atender 600 pessoas por dia e precisa de voluntários pra fazer o acolhimento. Para ajudar, acesse o link. Dados Em dezembro de 2019, levantamento indicou 4,6 mil sem-teto em Belo Horizonte — Foto: Reprodução/TV Globo Enquanto esteve aberto na primeira fase, o projeto recebeu mais de 30 mil pessoas, distribuindo mais de 50 mil kits de lanche e 432 mil copos de água. Outros serviços Atendimento socioassistencial: 2.438Atendimento da saúde: 481Atendimento Ministério Público: 284Defensoria Pública: 332Atendimento de pets: 1.291Banhos: 14.997",16-09-2020,2020-09-16 11:22:48.000000,https://g1.globo.com/mg/minas-gerais/noticia/2020/09/16/espaco-de-acolhimento-a-sem-teto-reabre-nesta-quarta-feira-na-serraria-souza-pinto-em-bh.ghtml,g1,"No local, pessoas têm acesso a banho, alimentação, cobertores, máscaras, álcool em gel e outros serviços sociais.","Espaço de acolhimento a sem-teto reabre nesta quarta-feira, na Serraria Souza Pinto, em BH"
1,"Julgamentos seriam realizados em Araguaína — Foto: Marcos Filho/Governo do Tocantins Pelo menos quatro julgamentos de pessoas acusadas de assassinato ou tentativa de assassinato foram cancelados em Araguaína desde o começo de setembro. O motivo é o impasse entre o promotor de Justiça Pedro Jainer Passos e o juiz Francisco Vieira Filho por causa da recusa do promotor em utilizar máscaras durante a sustentação oral nas audiências. Em duas situações, os réus estavam presos preventivamente e acabaram sendo soltos para aguardar o julgamento em liberdade. São os casos de Alessandro Soares Ribeiro, acusado da morte de Valter Alves Muniz após uma discussão numa loja de conveniência e de Francimar Queiroz de Oliveira, que teria matado Soraia da Paz Costa por não aceitar o fim do relacionamento. Os outros dois julgamentos cancelados eram de Kenneth Handerson Coelho Lima, denunciado pela morte de Joilton Soares dos Santos e de Ricardo Santos Lima, que responde pela tentativa de homicídio contra Itallo Henrique Santos da Silva. Os dois também receberam ordem de soltura relativa a estes processos, mas continuam presos porque respondem a outros inquéritos. Em nota o Ministério Público admitiu que a recomendação para que a máscara seja retirada durante as sustentações orais existe e disse que as resoluções existentes do Conselho Nacional de Justiça não determinam que as máscaras precisariam ser utilizadas. Disse ainda que está recorrendo das solturas dos réus. (veja a nota na íntegra abaixo) O Tribunal de Justiça do Tocantins disse que o uso do equipamento é obrigatório por leis municipais, estaduais e federais, além de portarias do próprio tribunal. (veja a nota na íntegra abaixo) Todos estes julgamentos seriam realizados presencialmente na temporada do tribunal do júri. O juiz entendeu que os réus foram prejudicados com o cancelamento dos julgamentos e revogou as prisões deles porque entendeu que as circunstâncias do cancelamento não são de responsabilidade dos acusados. Há ainda outros quatro julgamentos previstos para a mesma comarca nos próximos dias que podem ficam comprometidos se não houver acordo. O impasse Quando informou que não pretendia utilizar a máscara durante as audiências, o promotor alegou à Justiça que estava obedecendo a uma recomendação da Corregedoria-Geral do Ministério Público. Sengundo ele, não havia como realizar o trabalho de ""maneira minimamente eficiente com a boca do orador obstruída"". O G1 teve acesso a recomendação citada pela promotor. O documento é assinado pelo corregedor-geral do Ministério Público, Marco Antônio Alves Bezerra. O texto afirma que ""o uso de máscara de tecido, aderente ao rosto, prejudica a oralidade do Promotor de Justiça, mormente quando atuar em júris complexos e prolongados, bem como, potencialmente, pode prejudicar a intelecção dos jurados, ocasionando dano irreversível à sociedade"". O promotor se manifestou nos autos do processo e afirmou que ""um julgamento justo exige que ambas as partes possam exercer seus respectivos direitos igualmente, direitos garantidos pelo sistema legal e constitucional e não pela - como crê o juiz - ""bondade"" do presidente da sessão"". O juiz, discordou. ""A meu juízo, o simples uso de máscaras não gera prejuízos concretos ao direito de fala das partes, visto que as entonações, gestos e intenções dos oradores podem ser muito bem apreciados pelos ouvintes. Isto é o que atualmente ocorre, aliás, em igrejas, no comércio, em casa, e em todos os ambientes nos quais se revela necessária a reunião de pessoas durante a pandemia"". A Organização Mundial da Saúde e infectologistas do mundo todo recomendam o uso das máscaras de proteção como uma das medidas mais eficientes na contenção da propagação do novo coronavírus. Nota do Ministério Público na íntegra Quanto ao uso da máscara, durante as sessões do Tribunal do Júri em Araguaína ocorridas nos últimos dias, o Ministério Público do Tocantins informa que em momento algum o promotor de Justiça se opôs a fazer o uso do equipamento de proteção. Apenas requereu ao juiz que excepcionalmente, na sustentação oral, utilizasse apenas o protetor facial de acrílico (face shield), a fim de preservar a plenitude da defesa da sociedade. Os promotores de Justiça entendem que o uso da máscara durante os debates do Tribunal do Júri, dificulta o desempenho dos trabalhos, uma vez que as sessões do Colegiado são dotadas de complexidade e exigem dos debatedores, qualidade e clareza na oratória, recursos estes que ficam prejudicados pela máscara facial, comprometendo o entendimento dos jurados quanto aos fatos expostos. Nesse sentido, a Corregedoria-Geral do MPTO expediu Recomendação para que os membros obedeçam todos os protocolos de saúde compatíveis com o exercício de sua atividade, como o uso do protetor facial, distanciamento social, testagens e medições de temperatura que forem solicitadas. Além do que enfatiza que, após a sustentação oral a máscara de deve ser colocada. Cabe asseverar que em reunião com o Tribunal de Justiça, realizada no dia 1º de setembro, o representante da OAB/Tocantins, Paulo Roberto Silva e a coordenadora do Núcleo do Júri da Defensoria Pública, Letícia Cristina dos Santos, também emitiram manifestações contrárias ao uso das máscaras durante os debates em plenário. É necessário considerar que a Resolução nº 322/2020 do Conselho Nacional de Justiça estipula que as “audiências a serem realizadas de forma presencial deverão observar distanciamento adequado e limite máximo de pessoas no mesmo ambiente de acordo com suas dimensões, preferencialmente em ambientes amplos, arejados, com janelas e portas abertas, recomendando-se a utilização de sistemas de refrigeração de ar somente quando absolutamente indispensáveis”. A mesma resolução não determina a obrigatoriedade do uso de máscaras durante as audiências. O Ministério Público lamenta que o magistrado local tenha optado de ofício pela soltura dos réus e informa que está recorrendo em todas as decisões. O Ministério Público entende que o adiamento dos júris, por ocasião excepcional da pandemia, não traria prejuízos aos processos. As sessões de Tribunal do Júri em todo o Estado estão suspensas, sendo que apenas a 1ª Vara Criminal de Araguaína insiste na realização dos julgamentos, mesmo ciente de que a cidade está entre as mais afetadas pela Covid-19, no Tocantins. Nota do Tribunal de Justiça do Tocantins De acordo com autos dos processos que tramitam na 1ª Vara Criminal de Araguaína, informamos que os réus Alessandro Soares Ribeiro e Francimar Queiroz de Oliveira, que estavam presos em razão de processos que os levaram a Júri Popular, foram postos em liberdade em decorrência do relaxamento de suas prisões, haja vista a recusa do promotor de justiça em realizar as sustentações orais em plenário do Júri de Araguaína com o uso de máscara convencional. Ação que provocou, consequentemente, o cancelamento das sessões sem previsão de nova data para suas realizações, levando em consideração a obrigatoriedade de uso desse equipamento de proteção individual por leis federal, estadual, municipal e portarias da Presidência do TJTO e da Diretoria do Foro de Araguaína. Informamos ainda que, pelo mesmo motivo acima, os processos referentes aos acusados Ricardo Santos Lima e Kenneth Handerson Coelho Lima também deixaram de ser julgados, mas estes continuam presos por ordem de prisão em outros autos. Veja mais notícias da região no G1 Tocantins.",16-09-2020,2020-09-15 20:07:37.000000,https://g1.globo.com/to/tocantins/noticia/2020/09/15/impasse-entre-juiz-e-promotor-que-se-recusa-a-usar-mascaras-faz-presos-serem-soltos-e-julgamentos-sao-cancelados.ghtml,g1,Promotor Pedro Jainer Passos disse estar seguindo recomendação da Corregedoria-Geral do MP para que as máscaras não sejam usadas durante sustentação oral. Juiz vê risco para a saúde pública.,Impasse entre juiz e promotor que se recusa a usar máscaras faz presos serem soltos e julgamentos são cancelados
2,"Grupo não usava máscara de proteção em festa — Foto: PMSE A Polícia Militar de Sergipe divulgou nesse sábado (11) que uma festa com 25 pessoas, realizada na noite de sexta-feira (11), foi interrompida no município de Laranjeiras por descumprir as medidas recomendadas para o enfrentamento à Covid-19. Policiais do 3ª Companhia Independente receberam a denúncia e se dirigiram à chácara onde flagraram o grupo causando perturbação de sossego. As pessoas estavam em torno de um veículos, com volume do som acima do permitido, e sem utilizarem máscaras de proteção. De acordo com a PM, o aparelho sonoro foi apreendido. Não foi informado se o grupo ou responsável pela festa responderá pelo dano causado.",16-09-2020,2020-09-12 20:20:46.000000,https://g1.globo.com/se/sergipe/noticia/2020/09/12/policia-interrompe-festa-em-chacara-com-25-pessoas-sem-mascaras.ghtml,g1,Evento aconteceu no município de Laranjeiras.,Polícia interrompe festa em chácara com 25 pessoas sem máscaras
3,"Homem se revolta com comerciante após pedido para usar máscara em sorveteria de Campinas O homem que foi gravado danificando uma sorveteria após uma discussão sobre o uso correto de máscara, no bairro Flamboyant, em Campinas (SP), afirmou à EPTV, afiliada da TV Globo, que foi agredido momentos antes da gravação. Rodrigo Ferronato, que é vendedor, reconhece, no entanto, que teve uma reação exagerada. ""Acho que esse tipo de atitude minha eu poderia não ter feito. Eu deveria ter engolido a minha raiva e ter saído da sorveteria e procurado os meios legais para me defender e cobrar do jeito que deveria cobrar"", diz Ferronato. VÍDEO: veja momento em que homem chuta objetos e xinga vendedoraCircuito de segurança mostra cliente sem máscara na fila antes de discussão De acordo com a dona do estabelecimento, a confusão começou após ela pedir para que o homem cobrisse o nariz com a máscara, que estava apenas no queixo. Ferronato, no entanto, garante que a máscara que utilizava cobria tanto o nariz quanto a boca. ""Foi uma agressão totalmente descabida [...] Eu acho que a medida que eu fiz foi extravasar minha raiva e não agredir ela. Ela me agrediu, ela me bateu, e eu não fiz isso com ela. Por que eu apanhei? Essa é a pergunta,"" diz Ferronato. Entenda por que é errado usar máscara no queixo ou deixar o nariz descobertoVÍDEO: guia definitivo mostra como montar, usar, lavar e descartar máscaras A dona da sorveteria diz que pediu para que o homem colocasse a máscara cobrindo nariz. O uso da máscara é obrigatório em qualquer estabelecimento público do município, mas estava apenas no queixo, segundo ela. Depois do cliente ter se recusado a usar a máscara cobrindo todo o rosto, a comerciante se recusou a vender o produto. 'Foi uma agressão totalmente descabida', diz Rodrigo Farias Ferronato — Foto: Reprodução/EPTV Agressões verbais Após a proprietária se recusar a vender o produto ao homem, ele começou uma sequência de agressões verbais, chamando a funcionária de ""palhaça"", ""lixo"", apontando o dedo constantemente e falando uma série de palavrões e ameaças (veja vídeo acima). ""Faz alguma coisa comigo para você ver se eu não meto a mão na sua cara. Fala um 'a' para você ver o que você vai arrumar. Fica olhando aí que você vai ver o que você vai arrumar. Está achando que é comédia aqui? Você não sabe onde você está não"", disse Ferronato, em vídeo gravado por um dos clientes. A proprietária da sorveteria informou que vai registrar um boletim de ocorrência. Imagens da câmera de segurança também serão entregues à polícia. Caso ocorreu em sorveteria do bairro Flamboyant, em Campinas — Foto: Reprodução/EPTV O que diz o homem filmado Em contraponto, o vendedor diz que foi agredido momentos antes da gravação. ""Eu tomei um soco na barriga, eu fui agredido cinco vezes, em dois momentos diferentes, com empurrões, tapas e socos. Após isso, eu tive uma reação na qual eu desferi um chute na cadeira. Qual é a desproporção disso?"", questiona. ""Como o vídeo veio na internet, o pessoal viu aquela parte, então eu estou como monstro, né. Só que a verdade tem dois lados. [...] Eu tive que desabilitar meu Facebook, meu Instagram... meu WhatsApp é mensagem de ameaça de morte dia e noite"", conta Ferronato. No entanto, a dona do estabelecimento afirmou à EPTV não ter ocorrido uma agressão por parte dela. ""Isso nunca aconteceu. Isso é uma... Isso não é verdade"", disse a mulher. Condenação por ameaça Em 2019, o vendedor foi condenado pela Justiça Federal de Jaú (SP) por ameaça e denunciação caluniosa contra uma médica perita do INSS. Segundo o processo, a pena aplicada foi de prestação de serviços comunitários e pagamento de cestas básicas a entidades sociais, mas ele entrou com recurso. A EPTV tentou entrar em contato com Ferronato sobre o processo, mas não obteve retorno. Veja mais notícias da região no G1 Campinas. VÍDEOS: as notícias mais assistidas do G1",16-09-2020,2020-09-15 22:46:01.000000,https://g1.globo.com/sp/campinas-regiao/noticia/2020/09/15/homem-que-danificou-sorveteria-em-confusao-por-mascara-diz-que-foi-agredido-mas-reconhece-exagero-deveria-ter-engolido-minha-raiva.ghtml,g1,"Vendedor Rodrigo Farias Ferronato afirma ter chutado objetos para 'extravasar a raiva e não agredir' a comerciante do estabelecimento. Caso ocorreu no bairro Flamboyant, em Campinas (SP).","Homem que danificou sorveteria em confusão por máscara diz que foi agredido, mas reconhece exagero: 'Deveria ter engolido minha raiva'"
4,"Um casal usando máscaras de proteção segura balões em forma de coração enquanto caminha no centro de Kiev, na Ucrânia — Foto: Sergei Supinsky/AFP Uma nova evidência sempre pode mudar o nosso entendimento sobre uma doença e, consequentemente, os nossos comportamentos durante uma pandemia. Até o momento, a conclusão dos cientistas é que o Sars-CoV-2 não pode ser transmitido sexualmente. Os estudos realizados também não constataram a transmissão do novo coronavírus pelo suor. “A Covid não é considerada uma doença de transmissão sexual. Não existe evidência sobre a transmissão do vírus pela relação sexual"", afirma a infectologista Raquel Stucchi, da Sociedade Brasileira de Infectologia. Em alguns casos raros, um pedaço do Sars-Cov-2, segundo Stucchi, pode ser encontrado no sêmen ou em secreções vaginais. Mas até o momento não foi comprovado que esse fragmento possa provocar uma infecção. Os maiores cuidados devem ser tomados por quem não tem parceiro sexual fixo. Recentemente, a chefe do Departamento de Saúde Pública do Canadá alertou que beijos e rostos colados com quem não mora no mesmo ambiente ou não vê com frequência aumentam o risco de contrair o vírus. ""Como outras atividades durante a Covid-19 que envolvem proximidade física, existem algumas coisas que você pode fazer para minimizar o risco de se infectar e espalhar o vírus"", afirmou Theresa Tam. Nos tempos da pandemia, os cuidados de quem tem novos parceiros - além do uso da camisinha para evitar DSTs (doenças sexualmente transmissíveis) - envolvem: evitar os beijosevitar a proximidade cara a carausar uma máscara que cubra a boca e o nariz monitorar você e seu parceiro quanto aos sintomas considerar a masturbação e os brinquedos eróticos explorados solitariamente. É a forma mais segura. O ambiente pode ser mais perigoso Para a infectologista Stucchi, com o afrouxamento de algumas medidas no funcionamento de bares, baladas e outros espaços de lazer no país, as pessoas voltaram a ter contato com indivíduos que não estão no seu círculo de convívio diário. E pessoas contaminadas podem transmitir o vírus até duas semanas antes de apresentar sintomas. Ela considera como maior fator de perigo o ambiente desconhecido. Sexo em tempos de pandemia traz dilemas éticos, diz socióloga: como fazer, com quem e como se proteger ""A contaminação às vezes pode ser mais pelo ambiente em que essa pessoa está tendo uma relação sexual do que propriamente pelo ato. Por um contato mais íntimo com um estranho, podemos acabar em um local onde não sabemos quais são os cuidados em relação ao vírus,"" diz Stucchi. Com ou sem máscara? Quais os riscos? A vida sexual dos solteiros durante a pandemia Máscara como fantasia Sheila Reis, psicóloga, sexóloga e vice-presidente da Sociedade Brasileira de Estudos em Sexualidade Humana (SBRASH), diz que a recomendação da máscara precisa ser seguida, mas lamenta que a pandemia tenha sacrificado alguns momentos importantes do sexo. ""Acho muito cruel essa situação, pois bloqueamos um ato de intimidade que é o beijo."" Ela então recomenda a erotização da máscara: ""Não é uma coisa agradável. Mas para amenizar esse desconforto os casais podem a incluí-la em uma fantasia, erotizando a situação e tendo uma relação segura"". Falta de cuidado com a higiene íntima pode provocar câncer de pênis",16-09-2020,2020-09-10 11:00:44.000000,https://g1.globo.com/bemestar/viva-voce/noticia/2020/09/10/sexo-na-pandemia-a-mascara-protege-da-covid-mas-beijar-aumenta-os-riscos-com-novos-parceiros.ghtml,g1,Estudos mais recentes não constataram a transmissão do novo coronavírus por via sexual ou pelo suor.,"Sexo na pandemia: a máscara protege da Covid, mas beijar aumenta os riscos com novos parceiros"
5,"Pinguim foi encontrado morto com máscara embrulhada no estômago no litoral norte de São Paulo — Foto: Divulgação/Instituto Argonauta A necropsia realizada em um pinguim encontrado morto em São Sebastião, litoral norte de São Paulo, apontou que o animal morreu após engolir uma máscara. O acessório, usado na proteção contra o coronavírus, estava embrulhado no estômago do pinguim. O animal foi achado morto no dia 9 de setembro, dois dias após o feriado prolongado da Independência, na Praia de Juquehy. No estômago do Pinguim-de-Magalhães foi encontrada uma máscara N95, recomendada apenas para uso hospitalar. O exame foi realizado pelo Instituto Argonauta, que faz o monitoramento de praias no litoral norte para conservação costeira e marinha. Veja mais notícias do Vale do Paraíba e Região Bragantina",16-09-2020,2020-09-15 22:10:14.000000,https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2020/09/15/necropsia-aponta-que-pinguim-encontrado-morto-no-litoral-de-sp-engoliu-mascara.ghtml,g1,"Animal foi achado morto no dia 9 de setembro, na praia de Juquehy, em São Sebastião. Acessório foi estava embrulhado no estômago.",Necropsia aponta que pinguim encontrado morto no litoral de SP engoliu máscara
6,"Montanha-russa ""Montezum"", uma das principais atrações do Hopi Hari, em Vinhedo (SP) — Foto: Karoline Porto/G1 O governador de São Paulo, João Doria (PSDB), anunciou nesta quarta-feira (16) que os parques e atrações temáticas ao ar livre poderão reabrir a partir do dia 23 de setembro em todo o estado, desde que obedeçam aos protocolos sanitários estabelecidos pela gestão estadual devido a pandemia do coronavírus. ""O estado de São Paulo tem a maior concentração de parques temáticos de toda a América do Sul. Os parques e atrações temáticas poderão reabrir em São Paulo a partir do dia 23 de setembro desde que todos estejam ao ar livre"", disse Doria durante coletiva no Palácio dos Bandeirantes, na Zona Sul de São Paulo. Os parques poderão funcionar 8 horas por dia, com até 40% da sua capacidade e obedecendo os protocolos de segurança como, por exemplo, o uso de máscaras obrigatório e medição de temperatura daqueles que ingressarem no local. Ingressos serão vendidos apenas on-line. As fiscalizações para assegurar que os parques estão cumprindo as regras sanitárias exigidas serão feitas pelas prefeituras. O secretário de turismo do estado de São Paulo, Vinicius Lummertz, disse nesta quarta-feira (16) que a reabertura parques temáticos pode incentivar uma retomada do setor do turismo, que foi muito afetado pela pandemia do coronavírus. ""Essa retomada mediante a protocolos, nesse caso, caso de Itupeva também e dos demais parques darão condições a uma retomada segura pelo turismo de proximidade que é a primeira demanda de retomada do turismo do estado de São Paulo como maior emissor de turismo nacional e internacional. Portanto, substitui a viagem ao exterior, substitui a viagem interna até que as coisas se normalizem no mundo, dá-se uma opção de descentralização do turismo dentro do estado de São Paulo mediante essa vocação do estado para parques temáticos organizados"", afirmou o secretário. Lummertz disse ainda que em 2019 o setor do turismo tinha sido o maior gerador de empregos no estado com mais de 50 mil vagas, mas que em 2020 muitos postos de trabalho foram perdidos. ""Cabe salientar aqui também que essa retomada é significativa à medida que nós perdemos empregos no turismo no ano de 2020. O turismo tinha sido em 2019 o maior gerador de empregos no estado com mais de 50 mil empregos segundo o CAGED. Esse ano nós estamos até julho num déficit de 138 mil empregos e aqui nós recuperamos 26 mil postos de trabalho porque aqui nós estamos falando de forma direta e indireta. Vejamos o caso clássico de termas dos Laranjais, 1.88 milhão de visitantes em uma região, em uma cidade com 25 mil leitos"", afirmou. Hopi Hari Um dos parques que permaneceu fechado durante os últimos seis meses devido a pandemia do coronavírus foi o Hopi Hari, localizado em Vinhedo, no interior do estado. A administração do parque informou ao G1 que irá reabrir aos finais de semana, das 11h às 16h. Além das medidas de segurança colocadas pelo governo, o parque informou que os visitantes deverão respeitar o distanciamento de 1,5 metro nas filas das atrações, lanchonetes e demais equipamentos, e só poderão permanecer no grupo com quem chegou ao parque, sendo vedada a interação ou aproximação com visitantes de outros grupos. VÍDEOS: Coronavírus: perguntas e respostas VACINA: testes estão em andamento pelo mundo; SIGA as novidades Manual das máscaras: como fazer, como usar e a importância do uso Como se prevenir do coronavírus? Saiba quais os sintomas do coronavírus e quando procurar um médico Veja o que é #FATO ou #FAKE sobre o coronavírus",16-09-2020,2020-09-16 16:54:07.000000,https://g1.globo.com/sp/sao-paulo/noticia/2020/09/16/governo-de-sp-anuncia-reabertura-de-parques-tematicos-ao-ar-livre.ghtml,g1,"Parques poderão funcionar a partir do dia 23 de setembro por até 8 horas por dia, com 40% da sua capacidade e obedecendo os protocolos de segurança, como, por exemplo, uso obrigatório de máscaras. Ingressos serão vendidos apenas on-line.",Governo de SP anuncia reabertura de parques temáticos ao ar livre
7,"Clientes se negaram a usar máscara dentro de mercado em Sorocaba (SP) — Foto: Reprodução Uma discussão sobre o uso da máscara de proteção dentro de um supermercado terminou em briga no Jardim São Guilherme, em Sorocaba (SP). Uma funcionária foi agredida com um soco nas costas no meio da confusão. A discussão começou após alguns clientes se recusarem a usar o item de proteção dentro do estabelecimento. Segundo o boletim de ocorrência, registrado no sábado (12), um homem foi abordado pelo funcionário do mercado e advertido de que não poderia entrar sem a máscara facial. O rapaz e um grupo que o acompanhava no momento da abordagem teriam então agredido e ameaçado funcionários da loja (veja o vídeo da confusão abaixo). Discussão sobre uso de máscara em supermercado termina em briga em Sorocaba; vídeo Funcionária leva soco de cliente que se recusou a usar máscara em supermercado Câmeras de segurança do supermercado registraram o início da briga. Nas imagens, é possível ver que o grupo sai e, em seguida, volta com mais pessoas. A confusão continua até que os funcionários fecham o portão do estabelecimento e afastam o grupo com um extintor e, em seguida, com uma mangueira de incêndio. De acordo com o proprietário do local, Luiz Claudio Zaia, funcionários do mercado foram ameaçados. ""Dois colaboradores estão afastados por conta das agressões e temos outros que não vieram trabalhar no domingo e na segunda pelo medo das ameaças sofridas. Tem funcionário que pediu para ser demitido"", relata. Funcionária de supermercado leva soco de cliente que se recusou a usar máscara; vídeo Dois homens de 36 e 41 anos e uma mulher de 31 foram detidos e levados ao Plantão Norte. Após serem ouvidos, eles foram liberados. O uso de máscaras dentro do comércio e no transporte público é obrigatório em Sorocaba desde o dia 6 de maio. Empresas que não cumprirem o decreto estão sujeitas a penalidades, como multas ou suspensão de licença sanitária ou de funcionamento. *Colaborou sob supervisão de Geraldo Jr. Veja mais notícias da região no G1 Sorocaba e Jundiaí",16-09-2020,2020-09-16 09:24:03.000000,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2020/09/16/funcionaria-leva-soco-de-cliente-que-se-recusou-a-usar-mascara-em-supermercado-video.ghtml,g1,"Segundo o boletim de ocorrência, clientes se negaram a usar máscara e provocaram uma briga no estabelecimento.",Funcionária leva soco de cliente que se recusou a usar máscara em supermercado; vídeo
8,"Vídeos de festa com jovens aglomerados foram publicados nas redes sociais Centenas de jovens se aglomeraram em uma festa realizada em uma casa noturna em São Vicente, no litoral paulista. Imagens obtidas pelo G1 nesta terça-feira (15) mostram que, apesar da pandemia do novo coronavírus e da necessidade de distanciamento social, ninguém usava máscara. A Polícia Militar foi acionada para dispersar a aglomeração na saída do evento. Vídeos que mostram o espaço lotado e as pessoas aglomeradas foram compartilhados pelas próprias atrações do evento em suas redes sociais. O G1 procurou o MC Paulin da Capital, que se apresentou no local e fez postagens nas redes sociais, mas foi informado pela assessoria do artista que ele não irá se posicionar sobre o evento. A Prefeitura de São Vicente liberou a realização de eventos sociais em locais privados, mas com restrições. Dentre elas, a utilização de até 40% da capacidade do local, distanciamento de 1,5 metro entre as pessoas e uso obrigatório de máscaras. Nenhuma dessas regras, segundo as imagens, foi respeitada no evento, que ocorreu no domingo (13), na Avenida Antonio Emmerich, no bairro Jardim Guassu. Testemunhas que passaram em frente à casa noturna relataram que, antes mesmo de a festa começar, já se formava uma grande fila no lado de fora do espaço, todos aglomerados e sem máscara. Ao G1, um dos organizadores do evento afirmou que a aglomeração aconteceu do lado de fora porque, dentro da casa noturna, só foi permitida a entrada de 40% da lotação máxima. Questionado sobre as imagens que mostram aglomeração e pessoas sem máscara dentro do espaço, ele não se posicionou. Imagens mostram aglomeração do lado de fora de casa noturna em São Vicente, SP — Foto: Reprodução/TV Tribuna Em nota, o 39º Batalhão de Polícia Militar do Interior (39º BPM-I) informa que, por volta da 0h30 desta segunda-feira (14), teve que intervir em ocorrência de perturbação do sossego público e desrespeito ao isolamento social. Segundo a PM, frequentadores da casa noturna se desentenderam no ambiente interno, deslocando-se para a rua e bloqueando o trânsito, provocando vários pontos de tumulto. Como a unidade vem desenvolvendo a Operação Paz e Proteção, respeitando e fazendo cumprir as medidas protetivas decretadas, realizou ações de polícia e efetuou a dispersão. Ainda de acordo com a corporação, em virtude das medidas fiscalizadoras caberem à prefeitura, os fatos serão comunicados pela PM por meio de relatório de inconsistências administrativas, bem como comunicados ao Ministério Público. A PM afirma que continua com as ações policiais e solicita que a população denuncie os autores, pelo telefone 181 (disque denúncia) ou pelo 190. Polícia Militar afirma que foi acionada e dispersou aglomeração — Foto: Reprodução/TV Tribuna Protocolos de saúde A Prefeitura de São Vicente, por meio da Secretaria de Comércio, Indústria e Negócios Portuários (Secinp), informa que não recebeu qualquer denúncia sobre a casa noturna, e que a fiscalização acontece diuturnamente, também aos fins de semana. A administração reforça que o município segue com todas as atividades permitidas na Fase Amarela, que prevê a adoção dos protocolos de saúde, como uso obrigatório de máscara e distanciamento social. A Secinp destaca que, conforme o Decreto nº 5.332-A, publicado no último dia 3, eventos sociais controlados podem ocorrer até às 24h. Além disso, o público dentro dos locais está limitado a 40% da capacidade máxima. Denúncias podem ser feitas à Secinp pelo número de WhatsApp (13) 99119-0710, que funciona todos os dias e em qualquer horário. Sobre o barulho, a Secretaria de Meio Ambiente e Defesa Animal (Semam) afirma que vai encaminhar uma equipe ao local, para averiguar a situação. Imagens mostram festa lotada e pessoas aglomeradas em São Vicente, SP — Foto: Reprodução/Redes Sociais",16-09-2020,2020-09-15 08:03:16.000000,https://g1.globo.com/sp/santos-regiao/noticia/2020/09/15/centenas-de-jovens-se-aglomeram-sem-mascaras-em-balada-em-sp-video.ghtml,g1,"Imagens mostram festa que aconteceu em São Vicente, no litoral paulista. Balada também gerou confusão do lado de fora, e a PM foi acionada.",Centenas de jovens se aglomeram sem máscaras em balada em SP; VÍDEO
9,"Casa noturna em São Paulo promove aglomeração com pessoas sem máscara Uma casa noturna na Zona Oeste de São Paulo foi flagrada aberta e com aglomeração de pessoas, inclusive sem máscara, na noite de sexta-feira (11). O uso de máscaras de proteção é obrigatório no estado durante a fase de reabertura da economia devido à pandemia de Covid-19. Os bares podem abrir na cidade de São Paulo somente até as 22 horas. Casas noturnas estão fechadas. Nas imagens é possível ver que o local havia até sido lacrado pela Prefeitura de São Paulo, por descumprimento às regras de isolamento social. Mas os clientes foram flagrados entrando em uma porta lateral e o local funcionava normalmente. A reportagem entrou em contato com a Prefeitura e a casa noturna, para saber o motivo da boate estar funcionando mesmo lacrada, e aguarda retorno.",16-09-2020,2020-09-12 13:14:10.000000,https://g1.globo.com/sp/sao-paulo/noticia/2020/09/12/casa-noturna-em-sao-paulo-promove-aglomeracao-com-pessoas-sem-mascara.ghtml,g1,Imagens mostram clientes entrando por porta lateral de boate lacrada pela Prefeitura durante a madrugada deste sábado.,Casa noturna em São Paulo promove aglomeração com pessoas sem máscara
