,article,dataCollection,datePublished,link,portal,subtitle,title
0,"Laboratório Central de Saúde Pública de Mato Grosso (Lacen) — Foto: Tchélo Figueiredo/SES-MT A Secretaria Estadual de Saúde (SES-MT) registrou 1.325 novos casos de Covid-19 e 32 mortes em decorrência da doença nas últimas 24 horas. Até a tarde desta quarta-feira (16), foram notificados 109.442 casos de Covid-19 e 3.204 óbitos. Dos 109.442 casos confirmados da Covid-19 em Mato Grosso, 15.432 estão em isolamento domiciliar e 90.020 estão recuperados. Entre casos confirmados, suspeitos e descartados para a Covid-19, 258 internações em UTIs públicas e 252 em enfermarias públicas. Isto é, a taxa de ocupação está em 61% para UTIs adulto e em 28% para enfermarias adulto. Dentre os dez municípios com maior número de casos de Covid-19, estão: Cuiabá (21.688), Várzea Grande (8.162), Rondonópolis (7.611), Lucas do Rio Verde (5.175), Sorriso (4.751), Tangará da Serra (4.544), Sinop (4.416), Primavera do Leste (3.503), Campo Novo do Parecis (2.495) e Nova Mutum (2.158). Um total de 88.200 amostras já foram avaliadas pelo Laboratório Central do Estado (Lacen-MT) e que, atualmente, restam 688 amostras em análise laboratorial.",17-09-2020,2020-09-16 21:45:54.000000,https://g1.globo.com/mt/mato-grosso/noticia/2020/09/16/mt-registra-32-mortes-por-covid-19-e-mais-de-13-mil-novos-casos-da-doenca-nas-ultimas-24-horas.ghtml,g1,"Até a tarde desta quarta-feira (16), foram notificados 109.442 casos de Covid-19 e 3.204 óbitos.","MT registra 32 mortes por Covid-19 e mais de 1,3 mil novos casos da doença nas últimas 24 horas"
1,"Banhistas se aglomeram e lotam a praia da Ponta Negra, em Manaus, após flexibilização de isolamento. — Foto: Edmar Barros/Futura Press/Estadão Conteúdo O Amazonas registrou um aumento na taxa de ocupação de leitos de UTI e clínicos para casos de Covid-19, após meses de queda. O governo do estado informou, por meio de nota, que os dados apontam uma alta na média móvel de internações pela doença, mas descartou que o estado esteja vivendo uma segunda onda da doença. A primeira onda ocorreu durante os meses de abril e maio, quando o sistema público de saúde entrou em colapso, com quase 100% de ocupação. A capital amazonense acabou sofrendo colapso, também, no sistema funerário e o número de mortes ficou 108% acima da média histórica. Até essa quarta-feira (16), foram mais de 3,8 mil vidas perdidas por conta da Covid-19. De acordo com dados da Fundação de Vigilância em Saúde (FVS-AM), divulgados nessa quarta, há uma taxa de ocupação de 47,4% nos leitos de UTI e 46% dos leitos clínicos destinados à Covid-19 na rede pública, e 72,8% dos leitos de UTI e 67% de leitos clínicos na rede privada. Os dados de notificação registram um aumento da ocupação em 6% nos leitos públicos de UTI e 10% nos leitos privados. Nos leitos clínicos, houve um crescimento de 20% de ocupação na rede pública e 30% na rede privada. A Secretaria de Estado de Saúde (SES-AM) informou que o Hospital Delphina Aziz, que seria aberto para outras enfermidades, permanecerá sendo a unidade referência para o tratamento de Covid-19. ""Os indicadores monitorados pela FVS-AM apontam uma desaceleração na queda da média móvel de casos e um movimento de alta na média móvel de internações pela doença. Porém, no momento não é possível afirmar que o Amazonas vive uma segunda onda de Covid-19"", disse o governo, por meio de nota. Conforme balanço apresentado no dia 11 de setembro, a média móvel de casos caiu apenas 0,2% em Manaus nos últimos 14 dias anteriores. Essa desaceleração na queda de casos e aumento de internações é reflexo das aglomerações, informou o governo. De acordo com a FVS-AM, esse comportamento vem favorecendo a propagação do vírus, tendo relação direta com as atividades recreativas do último feriado, em balneários (incluindo a Ponta Negra), bares, casas noturnas, festas, confraternizações de aniversário e casamento, e outras aglomerações, que incluem, por exemplo, as convenções partidárias em função do período eleitoral, com intensificação da transmissão, principalmente na faixa etária entre 30 e 49 anos. Refletindo o padrão da pandemia, os casos que necessitam de internação são de maiores de 60 anos e os com comorbidades, que entraram em contato com quem se expôs em aglomerações e não cumpriu as regras de segurança e os protocolos definidos para o processo de flexibilização e retorno gradual dos serviços e comércio. A FVS informou que uma investigação epidemiológico chegou a essa conclusão. Em seis meses da pandemia de Covid-19, Amazonas registra mais de 120 mil casos VÍDEOS: Coronavírus: perguntas e respostas VACINA: testes estão em andamento pelo mundo; SIGA as novidades Manual das máscaras: como fazer, como usar e a importância do uso Como se prevenir do coronavírus? Saiba quais os sintomas do coronavírus e quando procurar um médico Veja o que é #FATO ou #FAKE sobre o coronavírus",17-09-2020,2020-09-17 11:37:37.000000,https://g1.globo.com/am/amazonas/noticia/2020/09/17/governo-registra-aumento-de-internacoes-por-covid-19-no-am-mas-descarta-segunda-onda-da-doenca.ghtml,g1,"Primeira onda ocorreu durante meses de abril e maio, quando sistema público de saúde entrou em colapso. Governo diz que aumento é reflexo de aglomerações.","Governo registra aumento de internações por Covid-19 no AM, mas descarta segunda onda da doença"
2,"Governador Rui Costa anuncia desmobilização de leitos exclusivos para tratamento da Covid O governador da Bahia, Rui Costa, anunciou que alguns leitos de Unidade de Terapia Intensiva (UTI) para a Covid-19, montados em hospitais de Salvador, serão revertidos para o tratamento de pacientes de outras doenças. O anúncio foi feito no início da tarde desta terça-feira (15), durante o programa #PapoCorreria, transmitido nas redes sociais do governador. Veja gráfico de casos e mortes em Salvador desde o início da pandemia Segundo Rui Costa, a medida ocorre em função das baixas taxas de ocupação dessas unidades na capital baiana. A desativação terá início a partir do Hospital Ernesto Simões, que era exclusivo para pacientes com Covid-19. A partir desta semana, o hospital funcionará com 55 leitos de UTI e mais 100 leitos clínicos, focado em média e alta complexidade. ""Entramos numa fase de desaceleração. Ao longo desses meses fizemos esforços gigantescos para atender pacientes de Covid-19 e tivemos que reverter leitos de outras doenças para Covid-19, e isso aumentou a fila de quem tinha outras doenças. O [hospital] Ernesto Simões Filho, que foi transformado integralmente pata atender Covid-19, a partir dessa semana deixará de atender e será regulado para pacientes com outras doenças. Serão 50 leito de UTI e 200 clínicos com emergência 100% regulada”, disse Rui Costa. Rui Costa anuncia que alguns leitos de Covid-19 em Salvador serão revertidos para tratar outras doenças — Foto: Carol Garcia / GOVBA O governador informou que os pacientes com Covid-19, que estão no Ernesto Simões, serão levados para o Hospital de Campanha da Fonte Nova, que passará de 80 para 50 leitos de UTI e de 100 para 30 em enfermaria. ""Quem sabe, Deus queira, que a ocupação continue caindo e a gente possa anunciar a desativação completa da Fonte Nova"", contou o governador. Rui Costa também anunciou que o Hospital Santa Clara, que é arrendado pelo governo, terá todos os nove leitos de UTI desativados e funcionará apenas como hospital de retaguarda para leitos clínicos. Já o hospital Riverside será desativado e reformado para reabrir no começo de 2021 como um hospital de cuidados prolongados. ""São aqueles pacientes que são internados, operados, precisam de uma internação mais prolongada, um politraumatizado, alguém que teve um AVC ou um infarto"", afirmou o secretário de Saúde, Fábio Vilas-Boas. De acordo com Rui Costa, o Pronto Atendimento para profissionais da área da saúde no bairro do Rio Vermelho também será desativado. No Hospital Couto Maia, 10 leitos de UTI serão devolvidos, para que a unidade possa tratar de outras doenças. O governador informou que não haverá subtração de leitos de UTI nas cidades do interior do estado neste primeiro momento, já que elas ainda apresentam números altos de pacientes com Covid-19. Veja mais notícias do estado no G1 Bahia.",17-09-2020,2020-09-15 15:59:58.000000,https://g1.globo.com/ba/bahia/noticia/2020/09/15/rui-costa-anuncia-que-alguns-leitos-de-covid-19-em-salvador-serao-revertidos-para-tratar-outras-doencas.ghtml,g1,"Anúncio foi feito no início da tarde desta terça-feira (15), durante o programa #PapoCorreria, transmitido nas redes sociais do governador.",Rui Costa anuncia que alguns leitos de Covid-19 em Salvador serão revertidos para tratar outras doenças
3,"Araraquara confirma 48 novos casos de Covid-19 e soma 3.835 infectados pela doença. — Foto: André Santos/Prefeitura de Uberaba O Comitê de Contingência do Coronavírus de Araraquara (SP) confirmou nesta quinta-feira (17) 48 novos casos do novo coronavírus. A cidade soma agora 3.835 registros de pessoas que foram infectadas. Segundo a Secretaria Municipal de Saúde, das 128 amostras enviadas a laboratórios 48 delas (37%) testaram positivo para a doença que já causou 41 mortes no município. De acordo com o cômite, o boletim completo com o número de curados e internados será divulgado na tarde desta quinta-feira. Surto em asilo Uma idosa de 75 anos é a primeira vítima da Covid-19 no asilo Lar São Francisco de Assis, em Araraquara. A idosa estava internada em um hospital particular e morreu na última sexta-feira (11). No asilo, já foram registrados 20 casos da doença, sendo 15 idosos residentes e cinco funcionárias. A situação é considerada um surto. Infográfico mostra os sintomas da Covid-19 — Foto: G1 O desafio das candidatas a vacina na luta contra o fracasso Podcast: quanto falta para a vacina da Covid-19? Veja os tipos de vacina em desenvolvimento Butantan faz parceria com chinesa Sinovac para teste e produção da vacina Putin anuncia que Rússia é o 1º país a registrar vacina contra o novo coronavírus CoronaVac: candidata chinesa tem bons resultados na fase 2 Últimas notícias sobre vacinas Veja mais notícias da região no G1 São Carlos e Araraquara.",17-09-2020,2020-09-17 10:54:12.000000,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2020/09/17/araraquara-confirma-48-novos-casos-de-covid-19-e-soma-3835-infectados-pela-doenca.ghtml,g1,"Cidade registra 41 mortes desde o início da pandemia, diz Comitê de Contingência do Coronavírus.",Araraquara confirma 48 novos casos de Covid-19 e soma 3.835 infectados pela doença
4,"Testes de Covid-19 no DF — Foto: Breno Esaki/Agência Saúde O Distrito Federal atingiu a marca de 3 mil mortos pelo novo coronavírus nesta quarta-feira (16). Nas últimas 24 horas, a Secretaria de Saúde do DF confirmou mais 30 óbitos e 1.076 infectados na capital. O número de casos da doença chega a 179.823. Entre os mortos pela Covid-19, 2.745 são moradores do DF e 246, pessoas de outras unidades da federação, que faleceram na capital. Veja perfil das vítimas confirmadas nesta quarta: Faixa etária 30 a 39 anos: 150 a 59 anos: 160 a 69 anos: 770 a 79 anos: 1480 anos ou mais: 7 Residência* Águas Claras: 2Brazlândia: 1Ceilândia: 7Gama: 2Guará: 1Lago Sul: 1Paranoá: 1Plano Piloto: 2Recanto das Emas: 1Riacho Fundo: 1Sobradinho: 4Sol Nascente: 1Sudoeste/Octogonal: 1Taguatinga: 1 Vicente Pires: 2 *Duas mortes ocorreram em Goiás. Apesar da quantidade de infectados, 168.753 pacientes conseguiram se recuperar da Covid-19 no DF – 93,8% do total. Portanto, a pasta considera que há 8.070 infecções ativas. Incidência Com 21.931 diagnosticados, Ceilândia continua como a região de maior incidência do novo coronavírus no Distrito Federal. Em seguida, está Taguatinga, que soma 14.637 infectados, e o Plano Piloto, com 14.426 casos confirmados. Veja os números abaixo: Casos de coronavírus por região do DF, em 14 de setembro — Foto: SES-DF/Reprodução Atendimento Monitoramento da Secretaria de Saúde mostra que 51,54% dos leitos de unidade de terapia intensiva (UTI) exclusivos para o tratamento da Covid-19 na rede pública estão ocupados. Ao todo, são 720 vagas e 335 internações. No sistema privado, o índice é maior: a taxa de ocupação está em 78,75%. Na rede particular da capital, há 190 pacientes para 258 leitos. Conheça histórias de pessoas que se recuperaram da Covid-19 no Distrito Federal Leia mais notícias sobre a região no G1 DF.",17-09-2020,2020-09-16 21:51:31.000000,https://g1.globo.com/df/distrito-federal/noticia/2020/09/16/covid-19-df-chega-a-3-mil-mortos-pela-doenca.ghtml,g1,"Nesta quarta-feira (16), 1.076 pessoas testaram positivo e 30 morreram. Total de infectados se aproxima dos 180 mil.",Covid-19: DF chega a 3 mil mortos pela doença
5,"Mais de 600 mil domicílios da Paraíba despejam seu esgoto ao ar livre, sem nenhum tipo de tratamento — Foto: TV Cabo Branco/Reprodução A Paraíba possui hoje 40 mil domicílios que simplesmente não possuem banheiros. São 113 mil paraibanos vivendo nesta situação. E isso sem contar mais de 600 mil domicílios que até têm banheiro, mas que não estão ligados à rede estadual de esgoto. Esses são números atualizados do Instituto Brasileiro de Geografia e Estatística, de 2019, que resumem bem os desafios do estado e os impactos que isso provoca no sistema público de saúde. Na segunda reportagem da série sobre o novo Marco Legal do Saneamento, produzida pela TV Cabo Branco, o enfoque é justamente este: como o baixo investimento em saneamento afeta gravemente a saúde da população paraibana. Com cobertura de esgoto de 60%, Paraíba deve ter dificuldade para se adequar ao novo Marco Legal do Saneamento É o caso, por exemplo, de Renesca de Vasconcelos, que mora numa casa precariamente instalada às margens do Rio Paraíba, em Santa Rita, município da Grande João Pessoa. Ela explica que desde muito tempo convive com todo tipo de problema. “É rato com força, barata com força, cobra, escorpião. A gente tem que matar. Pode ter medo não, quem mora assim, na beira do rio”, destaca. Tubulações de esgoto próximas de casas à margem do rio Paraíba, onde o saneamento básico não chega — Foto: TV Cabo Branco/Reprodução A situação de Renesca é complicada, inclusive, porque ela diz que paga mensalmente a taxa de esgoto à Cagepa. “Desde que eu nasci e me criei aqui que cobra a taxa de esgoto, mas na verdade cai tudo no rio”. Aliás, essa é uma constante na margem do rio. Dezenas de casas que despejam o esgoto direto na água. Mas, sem dúvida, o impacto maior é na questão de saúde pública. O médico Felipe Proenço explica que moradores de locais sem saneamento básico sofrem mais com doenças parasitárias e diarreicas, por causa da maior propagação de vetores. “Essas doenças ainda são causas importantes de mortalidade e levam a muita internação de crianças”. Em seguida, ele alerta: “tentar medicalizar essas situações acaba sendo muito pouco efetivo”. Incidência de doenças em áreas sem saneamento é muito maior — Foto: TV Cabo Branco/Reprodução Édison Carlos, que é presidente-executivo do Instituto Trata Brasil, tem posição parecida. E enfatiza que a situação se torna ainda mais delicada em momentos de pandemia como a atual. “O coronavírus depende muito do seu sistema imunológico. E essas pessoas que moram em áreas mais vulneráveis normalmente já têm outras doenças. Essas pessoas, quando pegam um vírus dessa potência, correm muito mais riscos do que outras que cresceram num ambiente saudável”, alerta. O professor Saulo Lopes está entre os paraibanos que moram em locais sem saneamento básico. Ele diz que mora há um ano e meio numa casa sem esse tipo de cobertura e muitas vezes é obrigado a conviver com mau cheiro, insetos, proliferação de doenças. Ele lamenta, principalmente, o fato das crianças não poderem nem transitar nem brincar. “Saneamento básico, que eu entendo, é o mínimo de dignidade e de respeito que a gente tem direito”. Com relação à denúncia dos moradores de Santa Rita, que disseram que pagam pelo esgoto, mas jogam a sujeira no Rio Paraíba, a Cagepa disse que vai mandar uma equipe ao local para saber o que de fato está acontecendo. Casas na margem do rio: esgoto jogado diretamente nas águas — Foto: TV Cabo Branco/Reprodução",17-09-2020,2020-09-16 10:38:20.000000,https://g1.globo.com/pb/paraiba/noticia/2020/09/16/com-mais-de-600-mil-domicilios-sem-saneamento-pb-convive-com-aumento-de-incidencia-de-doencas.ghtml,g1,"Na segunda reportagem da série sobre o novo Marco Legal do Saneamento, os impactos da questão na área de saúde pública.","Com mais de 600 mil domicílios sem saneamento, PB convive com aumento de incidência de doenças"
6,"Exame RT-CPR Covid-19 — Foto: Reprodução/TV Anhanguera O Amazonas registrou nesta quarta-feira (16) mais 701 novos casos confirmados de Covid-19, totalizando 128.851 casos da doença no estado, de acordo com a Fundação de Vigilância em Saúde do Amazonas (FVS-AM). Nas últimas 24 horas, foram sete óbitos ocorridos e quatro por confirmação diagnóstica nesta quarta. Com isso, o total de mortos subiu para 3.920. Na capital, de acordo com dados da Prefeitura de Manaus, foram registrados 36 sepultamentos, quatro óbitos em domicílio e duas cremações, nesta terça-feira (15). O boletim acrescenta ainda que 15.620 pessoas com diagnóstico de Covid-19 estão sendo acompanhadas. Com relação às internações, há 274 pacientes internados, sendo 184 em leitos clínicos (60 na rede privada e 124 na rede pública) e 90 em UTI (49 na rede privada e 41 na rede pública). Há ainda outros 60 pacientes internados considerados suspeitos e que aguardam a confirmação do diagnóstico. Desses, 42 estão em leitos clínicos (21 na rede privada e 21 na rede pública) e 18 estão em UTI (10 na rede privada e oito na rede pública). Covid-19 no interior Dos 128.851 casos confirmados no Amazonas até esta quarta-feira (16), 46.236 são de Manaus (35,88%) e 82.615 do interior do estado (64,12%). Além da capital, os 61 municípios têm casos confirmados: Coari (7.001); Parintins (4.489); São Gabriel da Cachoeira (4.211); Manacapuru (3.840); Tefé (3.573); Humaitá (3.143); Lábrea (2.644); Barcelos (2.560); Eirunepé (2.169); Santa Isabel do Rio Negro (2.095); Itacoatiara (2.096); Presidente Figueiredo (2.063); Iranduba (1.910); Tabatinga (1.827); Ipixuna (1.786); São Paulo de Olivença (1.626); Benjamin Constant (1.573); Maués (1.507); Careiro (1.445); Manicoré (1.403); Rio Preto da Eva (1.400); Pauini (1.303); Autazes (1.287); Boca do Acre (1.250); Santo Antônio do Içá (1.219); Alvarães (1.211); Carauari (1.181); Urucurituba (986); Tapauá (969); Atalaia do Norte (966); Barreirinha (951); Guajará (922); Nova Olinda do Norte (903); Itapiranga (806); Fonte Boa (800); Nhamundá (776); Beruri (771); Anori (764); Anamã (745); Borba (708); Novo Aripuanã (687); Amaturá (687); Uarini (683); Urucará (672); Tonantins (612); São Sebastião do Uatumã (603); Itamarati (568); Juruá (510); Maraã (495); Manaquiri (479); Japurá (440); Envira (437); Novo Airão (435); Canutama (390); Silves (381); Jutaí (369); Boa Vista do Ramos (339); Caapiranga (299); Codajás (251); Apuí (213); e Careiro da Várzea (186). Mortes Entre pacientes em Manaus, há o registro de 2.440 óbitos confirmados em decorrência do novo coronavírus. No interior, são 59 municípios com óbitos confirmados até o momento, totalizando 1.480. A lista inclui Manacapuru (154); Parintins (124); Coari (105); Tefé (85); Tabatinga (81); Humaitá (75); Itacoatiara (66); Iranduba (56); São Gabriel da Cachoeira (55); Benjamin Constant (39); Autazes (36); Lábrea (37); Maués (33); Manicoré (33); Presidente Figueiredo (25); Barcelos (25); São Paulo de Olivença (25); Nova Olinda do Norte (24); Santo Antônio do Içá (25); Borba (22); Rio Preto da Eva (20); Fonte Boa (19); Manaquiri (19); Careiro (17); Jutaí (16); Santa Isabel do Rio Negro (16); Tonantins (15); Guajará (14); Alvarães (13); Nhamundá (13); Barreirinha (12); Novo Aripuanã (12); Boca do Acre (13); Anori (11); Carauari (11); Uarini (11); Eirunepé (10); Beruri (10); Amaturá (9); Juruá (7); Novo Airão (7); Caapiranga (7); Urucará (7); Itamarati (6); Itapiranga (8); São Sebastião do Uatumã (6); Tapauá (5); Silves (5); Ipixuna (5); Careiro da Várzea (4); Pauini (4); Atalaia do Norte (4); Urucurituba (5); Maraã (4); Codajás (4); Boa Vista do Ramos (2); Japurá (1); Anamã (1); e Envira (2). Permanecem sem óbitos registrados: Apuí e Canutama. Nesta edição, 12 municípios não atualizaram o sistema de informação para consolidação dos dados do boletim. São eles: Alvarães, Anori, Barcelos, Carauari, Guajará, Eirunepé, Juruá, Japurá, Jutaí, Santa Isabel do Rio Negro, São Paulo de Olivença, Tonantins.",17-09-2020,2020-09-17 01:10:56.000000,https://g1.globo.com/am/amazonas/noticia/2020/09/16/am-registra-mais-701-novos-casos-confirmados-de-covid-19-e-total-de-pessoas-que-contrairam-a-doenca-e-de-128851.ghtml,g1,"Nas últimas 24 horas, foram sete óbitos ocorridos e quatro por confirmação diagnóstica nesta quarta. Com isso, o total de mortos subiu para 3.920.",AM registra mais 701 novos casos confirmados de Covid-19 e total de pessoas que contraíram a doença é de 128.851
7,"Túmulos em cemitério no DF, em imagem de arquivo — Foto: TV Globo/Reprodução O Distrito Federal ultrapassou os 180 mil casos confirmados do novo coronavírus e chegou a 3.022 vítimas da doença. Nesta quinta-feira (17), a Secretaria de Saúde contabilizou 22 mortes provocadas pela Covid-19 e 1.021 novas infecções. Com os registro, o total de diagnosticados passou para 180.844. Confira o mapa do coronavírus no DFAcompanhe os números da pandemia no país O número de mortes e de casos contabilizados nesta quinta foi menor do que o registrado no dia anterior. De acordo com o levantamento da pasta, na quarta-feira (16), foram computadas 30 mortes e 1.076 casos da doença, uma redução de 26,6% e 5,1%, respectivamente. A quantidade de casos e de mortes registradas diariamente também está menor em relação aos meses anteriores. Em 17 de agosto, por exemplo, a Secretaria de Saúde contabilizou 66 mortes provocadas pela Covid-19, o maior número desde o início da pandemia. No dia 25 do mesmo mês, 3.171 pessoas testaram positivo, valor 67% menor do que os infectados desta quinta. Do total de infectados, desde o início da pandemia, 93,8% estão recuperados da doença. Portanto, 169.645 pacientes conseguiram superar o novo coronavírus e 8.177 infecções se mantém ativas. Do total de óbitos provocados pela Covid-19, 2.773 são moradores do Distrito Federal, outros 249 eram de outras unidades da federação, mas faleceram na capital. Das vítimas contabilizadas nas últimas 24 horas, uma morreu nesta quinta. Veja perfil: Faixa etária 30 a 39 anos: 250 a 59 anos: 560 a 69 anos: 570 a 79 anos: 380 anos ou mais: 7 Residência Arniqueira: 1Brazlândia: 1Ceilândia: 4Guará: 1Paranoá: 1Planaltina: 1Plano Piloto: 1Riacjo Fundo II: 1Samambaia: 2Santa Maria: 2São Sebastião: 1Sobradinho: 1Sobradinho II: 1Taguatinga: 4 Entenda algumas das expressões mais usadas na pandemia do covid-19 Coronavírus no DF Ceilândia tem 22.046 casos confirmados da Covid-19 e continua como a região da capital de maior incidência da doença. Com 14.724, Taguatinga ocupa a segunda posição do ranking, seguida pelo Plano Piloto, que soma 14.313 notificações da doença. Veja números por região abaixo: Casos de coronavírus por região do DF, em 17 de setembro — Foto: SES-DF/Reprodução Leia mais notícias sobre a região no G1 DF.",17-09-2020,2020-09-17 22:09:57.000000,https://g1.globo.com/df/distrito-federal/noticia/2020/09/17/covid-19-df-passa-dos-180-mil-casos-e-tem-3022-vitimas-da-doenca.ghtml,g1,"Secretaria de Saúde computou, nesta quinta-feira (17), 1.021 casos e 22 mortes. Número de mortes e de casos contabilizados é menor do que o registrado no dia anterior.",Covid-19: DF passa dos 180 mil casos e tem 3.022 vítimas da doença
8,"As mortes de um homem e uma mulher, vítimas do novo coronavírus, fizeram Angra dos Reis, na Costa Verde do Rio, chegar a 172 óbitos pela doença. As informações foram passadas pela prefeitura nesta quinta-feira (17). De acordo com o governo municipal, a mulher tinha 54 anos, que estava internada no Centro de Referência para a Covid-19 e faleceu nesta quinta. Já o homem, era um idoso de 71 anos, que havia falecido no dia 23 de agosto. Ele era morador de Angra, mas estava internado na Santa Casa de Barra Mansa. Outros quatro óbitos continuam sendo investigados. Mais 54 pessoas foram diagnosticadas com a Covid-19. Desde o início da pandemia, a cidade já registrou 5.420 casos confirmados de coronavírus. Destes, 4.775 já são considerados recuperados, pois cumpriram o período de isolamento domiciliar de 14 dias e deixaram de apresentar sintomas. + Veja os números da pandemia em cada cidade da região Entre pacientes confirmados ou com suspeita da Covid-19, 27 pessoas estavam internadas até a publicação desta reportagem. Dos 60 leitos disponíveis na Santa Casa, 21 estavam ocupados nesta segunda-feira. Já o Hospital de Praia Brava, que oferece 15 leitos, tem um paciente internado. Com isso, a taxa de ocupação da rede pública de saúde é de 29,33%. Outros cinco pacientes estão internados em um hospital particular. Entre os indígenas do município, desde o início da pandemia, houve uma morte e 183 casos confirmados. Destes, 172 pacientes são considerados recuperados. VÍDEOS: Coronavírus: perguntas e respostas VACINA: testes estão em andamento pelo mundo; SIGA as novidades Manual das máscaras: como fazer, como usar e a importância do uso Como se prevenir do coronavírus? Saiba quais os sintomas do coronavírus e quando procurar um médico Veja o que é #FATO ou #FAKE sobre o coronavírus",17-09-2020,2020-09-17 20:43:01.000000,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2020/09/17/com-mais-duas-mortes-por-covid-19-angra-dos-reis-soma-172-obitos-pela-doenca.ghtml,g1,"Novas vítimas tinham 54 e 71 anos, diz prefeitura. Número de casos confirmados sobe para 5.420.","Com mais duas mortes por Covid-19, Angra dos Reis soma 172 óbitos pela doença"
9,"O excesso de coagulação no sangue pode causar trombose, infartos ou embolia pulmonar — Foto: John Cairns/University of Oxford via AP Os efeitos adversos que interromperam os ensaios clínicos da candidata a vacina contra a Covid-19 da AstraZeneca podem não estar associados à própria vacina, de acordo com um documento publicado pela Universidade de Oxford. A inscrição nos testes globais da vacina foram suspensas temporariamente depois que uma participante do Reino Unido teve um efeito colateral grave. Houve suspeita de que se tratava de uma inflamação da medula espinhal chamada de mielite transversa. EUA mantêm suspensão temporária de testes para a vacina de OxfordESPECIAL: Candidatas a vacina para a Covid-19 Avaliações de segurança são feitas quando voluntários dos teste da candidata a vacina desenvolvem sintomas neurológicos inexplicáveis, como alterações nos sentidos ou fraqueza nos membros, explica o documento. ""Após uma avaliação independente, ou se considerou improvável a doença estar associada à vacina ou não havia indícios suficientes para dizer com certeza que a doença estava ou não estava associada à vacina"", disse o documento da universidade. Os testes da vacina foram retomados no Reino Unido, no Brasil e na África do Sul, mas não nos Estados Unidos. A AstraZeneca e a Universidade de Oxford não responderam de imediato a pedidos de comentário da agência Reuters. VÍDEOS: Vacina para Covid-19 O desafio das candidatas a vacina na luta contra o fracasso Podcast: quanto falta para a vacina da Covid-19? Veja os tipos de vacina em desenvolvimento Butantan faz parceria com chinesa Sinovac para teste e produção da vacina Putin anuncia que Rússia é o 1º país a registrar vacina contra o novo coronavírus CoronaVac: candidata chinesa tem bons resultados na fase 2 Últimas notícias sobre vacinas",17-09-2020,2020-09-16 20:31:34.000000,https://g1.globo.com/bemestar/vacina/noticia/2020/09/16/doenca-que-pausou-testes-da-astrazeneca-pode-nao-ter-relacao-com-a-vacina-diz-oxford.ghtml,g1,"Universidade britânica explicou que testes são suspensos quando voluntários desenvolvem sintomas neurológicos inexplicáveis, como alterações nos sentidos ou fraqueza nos membros.","Doença que pausou testes da AstraZeneca pode não ter relação com a vacina, diz Oxford"
